word,pos
studying,ADJ
twigs,NOUN
ushered,VERB
Theory,NOUN
sort,NOUN
dried,ADJ
shoot,ADJ
shopping,NOUN
dragon,NOUN
happening,VERB
Gulpin’ gargoyles,EXC
collapsed,ADJ
whirl,NOUN
colorcoding,VERB
company,NOUN
assistant,NOUN
sp-,VERB
Dinky,NOUN
Are,NOUN
gorilla,NOUN
safely,ADV
upturned,ADJ
Notable,ADJ
needle,ADJ
teabags,NOUN
rowboat,NOUN
points,VERB
playin,NOUN
rain,VERB
Piers,NOUN
shock,NOUN
forbidden,ADJ
different,ADJ
His,PRON
state,NOUN
Fungi,NOUN
rapping,VERB
shown,VERB
Its,PRON
existed,VERB
Common,NOUN
show,VERB
parchment,NOUN
Given,NOUN
dear,ADJ
bit,NOUN
asleep,NOUN
STOP,NOUN
grubby-looking,ADJ
QUIDDITCH,NOUN
fireplace,NOUN
outside,ADP
proudest,ADJ
amazement,NOUN
related,VERB
loyalties,NOUN
pig,NOUN
Anything,VERB
types,NOUN
friend,NOUN
Feeling,VERB
weight,NOUN
imagination,NOUN
Tom,NOUN
Up,ADP
drained,VERB
urged,VERB
headmistress,NOUN
Section,NOUN
choked,VERB
bunches,NOUN
mention,NOUN
boa,NOUN
leaves,NOUN
Sickle,NOUN
Aha,NOUN
dodged,VERB
Ginny,NOUN
interestinglooking,ADJ
faded,ADJ
monkshood,NOUN
pumpkin,NOUN
date,NOUN
him.,NOUN
broom,NOUN
deep,NOUN
Out,CONJ
otherwise,ADV
silly,ADV
Their,NOUN
disappointed,ADJ
powders,NOUN
fattenin,NOUN
pythons,NOUN
boomed,VERB
being,VERB
forcing,VERB
play,NOUN
Barrels,NOUN
loads,NOUN
JOURNEY,NOUN
keeper,NOUN
exploded,VERB
beg,VERB
rip,NOUN
sure,ADV
kitchen,NOUN
terrified,VERB
basic,ADJ
throat,NOUN
sad,NOUN
nothing,NOUN
package,NOUN
either,CONJ
robes,ADJ
impressed,VERB
there,ADV
naturally,ADV
shadowy,NOUN
STUDENTS,NOUN
cheer,VERB
cracked,VERB
firecrackers,NOUN
Might,NOUN
afraid,ADJ
knock,VERB
CORRIDOR,NOUN
pounced,VERB
2,NUM
climb,VERB
Draught,NOUN
Mommy,NOUN
complex,ADJ
Halloween,NOUN
toil,NOUN
pointed,VERB
bothering,VERB
garden,NOUN
supposed,VERB
feed,ADJ
spaces,NOUN
buying,VERB
celebrating,VERB
yer,PRON
shocked,VERB
ajar,NOUN
lock,VERB
both,CONJ
centuries,NOUN
half-life,ADJ
name,NOUN
goggle,VERB
bravo,ADJ
rummaging,VERB
shot,NOUN
WITCHCRAFT,NOUN
hood,NOUN
quiz,NOUN
taught,VERB
sigh,NOUN
Eve,NOUN
chasing,VERB
purple,NOUN
looks,VERB
impatient,ADJ
trot,VERB
oak,NOUN
sat,ADJ
heard,ADV
faces,VERB
longingly,ADV
rolls,NOUN
Morag,NOUN
inform,VERB
panted,VERB
clapping,VERB
Stop,ADJ
narrow,ADJ
impress,VERB
training,NOUN
ten,ADV
spray,NOUN
crowded,ADJ
Boa,NOUN
President,NOUN
absurd,ADJ
popular,ADJ
tame,VERB
tallest,ADJ
thicker,NOUN
put,VERB
trunks,NOUN
however,ADV
Bring,NOUN
streaming,VERB
differently,ADV
well,ADV
'Atta,CONJ
showed,VERB
broke,VERB
yes,NOUN
Herbs,NOUN
what,DET
four-legged,ADJ
clouted,VERB
sparkling,VERB
crowd,ADJ
tart,NOUN
kill,VERB
towering,VERB
infusion,NOUN
arm,NOUN
nearby,ADV
Seven,ADJ
Choose,NOUN
entrance,NOUN
OUT,PRT
hygienic,ADJ
Table,NOUN
yell,NOUN
Naughty,NOUN
clanging,NOUN
Watching,NOUN
feeble,ADJ
blistering,VERB
fun,ADJ
keyhole,NOUN
does,VERB
ache,NOUN
certain,ADJ
dangerously,ADV
choking,ADJ
end,VERB
likely,ADJ
first,ADV
events,NOUN
Which,DET
mum,X
Seems,VERB
stern,ADJ
Holding,VERB
playing,NOUN
one,NOUN
Gulpin,NOUN
reasons,NOUN
passes,VERB
saving,VERB
alive,ADJ
mistaken,NOUN
Oddball,NOUN
bidden,NOUN
Isle,NOUN
puzzle,NOUN
cauldron,NOUN
hurry,NOUN
squeezed,VERB
called,VERB
Tiptoe,NOUN
chance,NOUN
sidled,VERB
terrible,ADJ
lines,NOUN
bellowed,VERB
not,ADV
BROOMSTICKS,NOUN
Do,NOUN
Some,DET
dozen,NOUN
pretend,VERB
more,ADV
indeed,ADV
spindly,ADJ
flickering,NOUN
off,PRT
echoed,NOUN
nonexplodable,ADJ
Move,NOUN
model,NOUN
beating,VERB
GET,NOUN
hooked,ADJ
sick,ADJ
underneath,ADP
eleven,ADV
rubbish,NOUN
Malfoys,NOUN
d'yeh,ADJ
Paws,NOUN
Minerva,NOUN
flat,ADJ
warty,ADJ
squashy,ADJ
vision,NOUN
lace,NOUN
titles,NOUN
nose,VERB
skinny,ADJ
globes,NOUN
'Pig,PRON
outlawed,VERB
overhead,ADJ
Boot,NOUN
confusing,VERB
blood-red,ADJ
Smallest,NOUN
stronger,ADJ
yellow,VERB
whipped,VERB
seizing,VERB
Every,NOUN
frayed,VERB
Quite,NOUN
Thursday,NOUN
CONK,NOUN
remembered,VERB
warning,VERB
seal,NOUN
gloomy,NOUN
Blocks,NOUN
Minister,NOUN
TWO,NOUN
wash,NOUN
defeated,VERB
group,NOUN
Easily,ADV
except,ADP
wrinkled,ADJ
creeps,NOUN
calm,NOUN
Hope,VERB
private,ADJ
bend,VERB
Wingardium,NOUN
peas,NOUN
Listen,NOUN
Well,ADV
am,VERB
howls,NOUN
tiny,ADJ
see,NOUN
scribbled,VERB
dare,NOUN
sneaked,VERB
constantly,ADV
Kent,NOUN
front,ADV
cost,NOUN
ask,NOUN
hurtled,VERB
again,ADV
count,VERB
'NMat,VERB
Was,NOUN
band,NOUN
eaten,VERB
collecting,VERB
member,NOUN
haircut,NOUN
mighta,VERB
screech,NOUN
seat,NOUN
NOT,NOUN
directing,VERB
something,NOUN
enviously,ADV
flash,NOUN
sniffing,VERB
Sha,VERB
Leaves,VERB
Sleek,ADJ
scared-looking,ADJ
damp,ADJ
sailed,VERB
surname,NOUN
savaging,VERB
neat,NOUN
infernal,ADJ
interesting,ADJ
joy,NOUN
law,NOUN
lunch,NOUN
require,VERB
poker,NOUN
grown,VERB
needin,ADJ
fungi,NOUN
inched,VERB
blue,NOUN
three-headed,ADJ
squeaky,ADJ
sniggered,VERB
chairs,NOUN
stood,VERB
battered-looking,ADJ
git,NOUN
Norwegian,ADJ
dry,VERB
sooner,NOUN
sometimes,ADV
incredible,ADJ
leave,VERB
urgently,ADV
'Dumbledore,NOUN
Wands,VERB
imagine,NOUN
setting,NOUN
sworn,VERB
disgusted,ADJ
Nearly,ADV
Bonfire,NOUN
toys,NOUN
Leaky,NOUN
reckon,VERB
drawling,NOUN
enchantments,NOUN
thirst,NOUN
wakes,VERB
drink,VERB
Oooooh,X
rocks,NOUN
must,VERB
Hermione,VERB
Dumbledore,ADV
!,.
Number,NOUN
empty,VERB
smoked,VERB
mystery,NOUN
Against,NOUN
little,ADJ
happiness,NOUN
keep,ADJ
grandfathers,NOUN
root,NOUN
far,ADV
worst,ADJ
homemade,NOUN
zigzagging,VERB
wand,VERB
screams,NOUN
summat,ADV
hourglasses,NOUN
milk,NOUN
dark,ADJ
'n,ADV
Finnigan,NOUN
phoenixes,NOUN
sorts,NOUN
study,NOUN
insisting,VERB
steered,VERB
beginning,NOUN
road,NOUN
dawned,VERB
ley,NOUN
lessons,NOUN
first-year,ADJ
ending,VERB
Stone,NOUN
sallow,ADJ
suggest,VERB
survive,VERB
championship,NOUN
trunk,NOUN
tartan,NOUN
steal,VERB
midair,NOUN
ickle,VERB
de,ADP
Curious,ADJ
tapping,VERB
POTIONS,NOUN
swaying,VERB
fussing,VERB
knobbly,NOUN
secret,ADJ
chains,NOUN
lullaby,NOUN
Fred,VERB
answers,NOUN
grubby,NOUN
hesitated,VERB
round,ADJ
embedded,VERB
jumpy,NOUN
passageways,NOUN
glowed,VERB
dribbling,VERB
calls,NOUN
bullet,NOUN
having,VERB
watchin,NOUN
recorded,VERB
oddly,ADV
doorstep,NOUN
growls,NOUN
Chf,NOUN
flared,VERB
corridor,NOUN
fetch,VERB
dried,VERB
kick,NOUN
piled,VERB
bound,VERB
ignore,VERB
collapsed,VERB
rest,ADJ
fingers,NOUN
clamped,VERB
witches,NOUN
'hocus,NOUN
buzz,NOUN
sneakers,NOUN
gamekeeper,NOUN
ought,VERB
prefects,NOUN
started,VERB
while,ADP
seeing,VERB
jar,NOUN
brim,NOUN
Flitwicles,NOUN
appear,VERB
NICOLAS,NOUN
eyes,NOUN
whined,VERB
beautiful,ADJ
up,ADV
admiral,NOUN
managing,VERB
Figg,NOUN
windows,NOUN
sorta,VERB
excellent,NOUN
disappear,NOUN
Kept,NOUN
white,ADJ
bulging,NOUN
minded,VERB
youth,NOUN
outta,PRT
father,VERB
rounded,VERB
Gallopin' Gorgons,EXC
dear,VERB
rippled,VERB
Stalagmite,NOUN
ing,VERB
middle,ADJ
downpour,NOUN
vast,ADJ
kitchens,NOUN
ours,NOUN
mounted,VERB
down,PRT
lifted,VERB
times,NOUN
flames,NOUN
his,PRON
Alley,NOUN
facing,VERB
Dedalus,NOUN
screaming,NOUN
nice,ADV
won,VERB
risk,VERB
eyed,VERB
Petrified,NOUN
Vampires,VERB
refuse,VERB
roast,NOUN
calming,VERB
splashes,NOUN
crept,VERB
Get,VERB
breathed,VERB
steering,VERB
by,ADP
coming,VERB
Fantastic,NOUN
nightfall,DET
bothered,VERB
goblets,NOUN
fading,NOUN
kills,VERB
wrestled,VERB
thunderous,ADJ
crystal,ADJ
Worse,NOUN
almost,ADV
mirror,NOUN
eating,VERB
husband,NOUN
Nitwit,NOUN
Scamander,NOUN
silvery,NOUN
sure,NOUN
says,VERB
Troll,NOUN
wheeling,VERB
asleep,ADJ
bid,NOUN
passed,VERB
thoughtfully,ADV
detest,ADJ
yourselves,VERB
hoodlums,NOUN
jolt,NOUN
Grab,NOUN
hedges,NOUN
defeat,NOUN
afraid,VERB
burnished,VERB
even,VERB
listen,VERB
luminous,ADJ
mixed,VERB
backward,ADV
candlelight,NOUN
wide-mouthed,ADJ
trained,VERB
cobras,NOUN
thankful,ADJ
referee,VERB
feed,VERB
Misters,NOUN
purple-faced,ADJ
bumped,VERB
filthy,ADJ
pumpkin,ADJ
nights,NOUN
Cups,NOUN
deep,ADJ
kit,NOUN
slowing,VERB
seen,VERB
beaming,VERB
phoenix,NOUN
ALBUS,NOUN
chocolate,NOUN
smoother,ADJ
from,ADP
narrowly,ADV
nobody,NOUN
unable,ADJ
unafraid,ADJ
settled,VERB
mail,NOUN
waiting,VERB
okay,NOUN
trembling,NOUN
sat,VERB
pull,ADJ
Grunt,NOUN
Behind,ADP
Storm,NOUN
good'un,NOUN
center,NOUN
complain,VERB
pitch-black,ADJ
'Oh,PRT
changing,VERB
ever-,NOUN
deal,VERB
transfigured,VERB
shadowy,ADJ
spots,VERB
grappling,VERB
barrier,NOUN
if,ADP
writing,NOUN
cracker,NOUN
growing,VERB
flock,NOUN
convinced,ADJ
versus,NOUN
tap,NOUN
crown,NOUN
paws,NOUN
comfortable,ADJ
We,PRON
unlike,ADP
rations,NOUN
carousel,NOUN
admitted,VERB
attention,NOUN
stumped,VERB
furling,VERB
earshot,NOUN
fell,VERB
LOOK,NOUN
halfheartedly,ADV
ajar,ADJ
high-heeled,ADJ
griffin,NOUN
edged,VERB
clattering,NOUN
examining,VERB
My,NOUN
try,VERB
Turpin,NOUN
wants,VERB
limp,ADJ
Flying,VERB
zoo,NOUN
along,ADV
ducked,VERB
distant,ADJ
easy,ADJ
woul,VERB
pressure,VERB
sleepless,NOUN
stay,NOUN
subtle,ADJ
Everyone,NOUN
beetle,ADJ
gaped,VERB
shooting,VERB
getups,NOUN
Jim,NOUN
Danger,NOUN
Would,NOUN
wishing,VERB
punishing,VERB
that,DET
Seize,NOUN
Flew,NOUN
mind,NOUN
Although,ADP
whole,ADJ
last-minute,ADJ
NO,NOUN
examined,VERB
well-known,ADJ
through,PRT
steak,NOUN
password,NOUN
ref,NOUN
kissed,VERB
handed,VERB
scruff,NOUN
search,NOUN
misty,ADJ
Flocks,NOUN
speaker,NOUN
shapes,NOUN
men,NOUN
losing,VERB
cloud,NOUN
got,VERB
wherever,ADV
Mandy,NOUN
About,ADP
buy,VERB
obvious,ADJ
ahead,ADV
next,ADJ
gangling,NOUN
friendly,ADV
broadly,ADV
You-,ADJ
cheery,NOUN
speeding,VERB
prefect,NOUN
sauce,NOUN
flop,NOUN
facedown,VERB
enemies,NOUN
journey,NOUN
vigorously,ADV
mixing,VERB
fifty-foot,ADJ
Many,ADJ
sick,VERB
Enemies,NOUN
bigger,ADJ
Two,NUM
ter,VERB
matter,NOUN
explaining,VERB
eleven,NOUN
eight,NUM
velvety,NOUN
painted,VERB
Snitch,NOUN
hitch,NOUN
enjoys,VERB
sugar,NOUN
balloons,NOUN
bed,VERB
stranger,NOUN
twenty,NUM
drawback,NOUN
Discoveries,NOUN
Whether,NOUN
ruefully,ADV
climbing,VERB
remote,ADJ
YOU,PRON
curry,NOUN
died,VERB
breaths,NOUN
miss,VERB
Enter,NOUN
'Course,X
sleepily,ADV
Ca,NOUN
random,NOUN
puffed,VERB
briefcase,NOUN
piece,NOUN
Malkin's.,NOUN
row,NOUN
covers,NOUN
muttered.,NOUN
Swap,NOUN
longest-ever,ADJ
wind,DET
Platform,VERB
guard,VERB
wish,NOUN
cry,NOUN
Want,VERB
Well,NOUN
mist,NOUN
Pleasure,NOUN
rainbow,NOUN
brave,VERB
rubbish,ADJ
separated,VERB
galloping,VERB
front,NOUN
Circe,NOUN
Susan,NOUN
strawberries,NOUN
noisy,ADJ
bricks,NOUN
bet,VERB
shoulder,NOUN
barrels,NOUN
ruffled-looking,ADJ
beings,NOUN
bird,NOUN
admired,ADJ
lap,NOUN
Funny,NOUN
broken-down,ADJ
point,NOUN
drift,VERB
Bletchley,NOUN
decide,VERB
stoked,VERB
Chasers,NOUN
freezing,ADJ
hugged,VERB
enter,VERB
REMINDED,NOUN
lookin,VERB
INSULT-,ADJ
sleep-,NOUN
struck,NOUN
drops,NOUN
identical,ADJ
sadness,NOUN
knight,NOUN
game,NOUN
work,VERB
Hogwarts,NOUN
corners,NOUN
teach,VERB
icy,NOUN
visit,VERB
unraveled,VERB
winter,NOUN
peculiar,ADV
hoisted,VERB
archway,NOUN
sin,NOUN
sudden,ADJ
single-handed,ADJ
flexible,ADJ
coward,NOUN
'smatter,NUM
Took,NOUN
muffled,VERB
stand,VERB
Twelve,NOUN
stalking,VERB
dare,ADJ
Students,VERB
strangely,ADV
joining,VERB
backed,VERB
mad,VERB
young,ADJ
interrupted,VERB
beneath,VERB
BELIEVE,NOUN
visitors,NOUN
Makers,NOUN
tonight,ADJ
known,NOUN
't,NUM
knot,NOUN
sometimes,NOUN
wand-waving,NOUN
gon,VERB
itself,PRON
Nearly,NOUN
cars,NOUN
find,NOUN
shabby,NOUN
stupidest,ADJ
becomes,VERB
monster,NOUN
addressed,VERB
London,NOUN
hair,NOUN
run,VERB
yeah,X
notice,VERB
Merlin,NOUN
Nott,NOUN
list,NOUN
battle,NOUN
Dumbledore,NOUN
dust,ADJ
Send,VERB
drag,NOUN
Monday,NOUN
start,NOUN
blinding,VERB
punched,VERB
AAAAAAAAAARGH,ADJ
neat,ADJ
glided,VERB
escape,NOUN
Use,VERB
sword,NOUN
summat,NOUN
dad,NOUN
blue,ADJ
faltered,VERB
pay,VERB
cough,NOUN
bubbles,NOUN
fear,VERB
grudgingly,ADV
Yorkshire,NOUN
Doi,NOUN
scuttled,VERB
yer,PRT
mouse,NOUN
Life,NOUN
Wish,NOUN
angry,ADJ
imagine,ADJ
THREE,NUM
bodyguards,NOUN
beside,ADJ
scurried,VERB
Neither,NOUN
swimming,VERB
sleeve,NOUN
Daddy,NOUN
chip,NOUN
lots,NOUN
rooting,VERB
growled,VERB
hot,ADJ
Robes,NOUN
information,NOUN
Harold,NOUN
``,.
roaring,NOUN
round,VERB
jokes,NOUN
use,VERB
pies,NOUN
stare,VERB
both,DET
rumbled,VERB
upper,ADJ
ruddy,NOUN
tick,NOUN
guess,NOUN
'Snot,VERB
vampires,NOUN
Lady,NOUN
year,NOUN
1945,NUM
Arts,NOUN
relatives,NOUN
form,VERB
interested,ADJ
Beans,NOUN
thirteen,VERB
stump,NOUN
parrot,NOUN
stacks,NOUN
Help,VERB
works,VERB
rest,VERB
symbols,NOUN
is,VERB
plain,NOUN
Mummy,NOUN
emerald,NOUN
Quidditch,NOUN
Heaven,NOUN
Okay,NOUN
served,VERB
prove,VERB
Three,NUM
importantly,ADV
pink-faced,ADJ
Forces,NOUN
threes,NOUN
onward,ADV
roared,VERB
cursing,NOUN
Firsties,NOUN
disapproving,NOUN
curly,ADJ
tabby,ADJ
at,ADP
movies,NOUN
station,NOUN
pier,NOUN
cloth,NOUN
set,NOUN
stroke,VERB
trophy,NOUN
braced,VERB
player,NOUN
restaurant,NOUN
CarA,NOUN
flipped,VERB
bendy,NOUN
results,NOUN
country,NOUN
informed,VERB
obviously,ADV
need,NOUN
First,NOUN
darkly,ADV
claw,NOUN
Wiping,VERB
So,VERB
Ron,ADJ
no,ADV
saying.,VERB
scuffles,NOUN
'em,NOUN
beyond,ADP
tells,VERB
sore,VERB
n't,ADV
humbugs,NOUN
Sickles,NOUN
watered,VERB
wristwatches,NOUN
wringing,VERB
vanishing,VERB
Jus,NOUN
remarkably,ADV
Maybe,ADV
suit,NOUN
Lee,NOUN
unusually,ADV
throwing,VERB
aback,ADV
gamekeeper,ADJ
blown,VERB
Are,VERB
cafru,NOUN
remembers,VERB
alibis,NOUN
smiled,VERB
letters,NOUN
liquids,NOUN
balloon,NOUN
meet,NOUN
marbles,NOUN
Wishing,VERB
warned,VERB
ghoulie,VERB
nibble,VERB
come,NOUN
breaking,VERB
haircuts,NOUN
Know,NOUN
feelings,NOUN
hook-nosed,ADJ
stained,VERB
excellent,ADJ
someone,NOUN
Hurry,NOUN
inside,ADP
suddenly,ADV
somebody,NOUN
mess,NOUN
erupted,VERB
well,X
doubled,VERB
Sprout,NOUN
bit,VERB
While,ADP
courageous,ADJ
miserable,ADJ
hoops,NOUN
meantime,NOUN
awake,ADV
promptly,ADV
scoring,VERB
sweater,NOUN
walk,NOUN
struggling,VERB
BEHIND,NOUN
Dunno,NOUN
poison,VERB
quaver,NOUN
unfair,ADJ
barely,ADV
vault,NOUN
whittled,VERB
Class,NOUN
specially,ADV
Look,NOUN
terror,NOUN
peering,VERB
talking-to,ADJ
made,VERB
hurts,VERB
strode,NOUN
mention,VERB
crooked,ADJ
ink,NOUN
Ruddy,NOUN
hope,ADV
roll,VERB
quietly,ADV
postage,NOUN
furious,ADJ
dived,VERB
thumping,VERB
silly,ADJ
holding,VERB
Headless,NOUN
Express,NOUN
my,PRON
stiffly,NOUN
groaned,VERB
Pay,NOUN
Scared,NOUN
play,VERB
scooted,VERB
past,ADV
first-ever,ADJ
petrified,VERB
wooden,NOUN
sure,ADJ
Thirty-six,ADJ
crinkled,VERB
dwell,VERB
passageway,NOUN
Seven,NUM
Mom,NOUN
horrified,ADJ
driving,VERB
clue,NOUN
sprinting,VERB
Light,NOUN
session,NOUN
slamming,NOUN
STUDENTS,VERB
FLY,NOUN
mice,NOUN
Him,NOUN
praying,VERB
beard,NOUN
conductor,NOUN
gasped,VERB
yeh,ADV
pouring,VERB
inches,NOUN
comfort,NOUN
shoulders,NOUN
curses,VERB
crunching,NOUN
Cold,NOUN
spoils,NOUN
Snare,NOUN
Blimey,EXC
Lord,NOUN
keen,ADJ
happiest,ADJ
'Course,.
echoed,CONJ
GRYFFINDORS,NOUN
Brilliant,NOUN
Smiling,VERB
read,NOUN
shutting,VERB
hunched,ADJ
swished,VERB
eh,VERB
leader,NOUN
you,PRON
Remember,NOUN
ketchup,NOUN
Where,ADV
shivering,VERB
contrary,ADJ
sausages,NOUN
steel,NOUN
daughter,NOUN
mattress,NOUN
way,NOUN
along,NOUN
sunk,NOUN
Sony,NOUN
okay,ADJ
Smelting,NOUN
Bloody,NOUN
stuck,VERB
handkerchief,NOUN
handle,NOUN
Same,NOUN
color,NOUN
brains,NOUN
sixth,NOUN
Magical,NOUN
whacked,VERB
No,ADV
hoarse,NOUN
sheet,NOUN
training,VERB
ten,ADJ
reach,NOUN
fall,NOUN
lurch,NOUN
s,NOUN
sprang,NOUN
sobs,NOUN
Romania,NOUN
sheets,NOUN
behind,ADV
turns,VERB
solutions,NOUN
jealousy,NOUN
NORWEGIAN,NOUN
privately,ADV
kind,NOUN
closely,ADV
skip,VERB
marshmallows,NOUN
Locomotor,NOUN
sheared,VERB
choosing,VERB
cured,VERB
map,NOUN
whiskers,NOUN
screeched,VERB
long,ADV
d-d-do,VERB
compared,VERB
sound,VERB
desperately,ADV
stinking,VERB
thumbs,NOUN
boy,ADV
stairs,NOUN
doom,NOUN
wizardin,ADJ
Comets,NOUN
Only,ADV
practice,NOUN
highsecurity,NOUN
chestnut,NOUN
They,PRON
due,ADJ
upright,NOUN
d-do,ADJ
tickets,NOUN
larger,ADJ
first,ADJ
racket,NOUN
forget-me-not,ADJ
Muggles,NOUN
sell,VERB
reflected,VERB
Slytherin,NOUN
N-not,ADJ
toilets,NOUN
nearly,ADV
After,ADP
playing,VERB
burning,VERB
wailed,VERB
fudge,NOUN
Perhaps,ADV
cracking,VERB
clock,NOUN
duties,NOUN
Take,VERB
really,ADV
fill,VERB
across,VERB
umbrella,NOUN
wears,VERB
chuckled,VERB
fourth,ADJ
forty-two,ADJ
â,ADJ
open,ADJ
beach,NOUN
straight,ADJ
all,DET
Pewter,NOUN
whisper,NOUN
carrots,NOUN
whoop,NOUN
hurry,VERB
Hufflepuff,NOUN
grow,NOUN
spread,ADJ
insist,VERB
trailed,VERB
quite,ADV
thick,VERB
sweaty,ADJ
more,ADJ
Sizes,NOUN
Parvati,NOUN
knitting,VERB
spinach,NOUN
smell,VERB
re,NOUN
couple,NOUN
echoed,VERB
advancing,VERB
lend,VERB
GET,VERB
er,NOUN
gliding,NOUN
dress,NOUN
good-bye,ADJ
eleven,ADJ
rested,VERB
Dumbledore,X
nicer,ADJ
have,VERB
nation,NOUN
twenty-nine,ADJ
Scabbets,NOUN
Told,NOUN
froze,NOUN
steps,NOUN
Ptolemy,NOUN
Over,ADP
flowing,VERB
promised,ADJ
possibly,ADV
I,PRON
Ceremony,NOUN
needs,NOUN
scissors,NOUN
pass,NOUN
embarrassed,ADJ
FORWARD,X
Bludger,NOUN
percent,NOUN
Ca,ADJ
C'mere,NOUN
teacher,ADV
calm,VERB
grew,VERB
folk,NOUN
peculiar,NOUN
secondary,ADJ
crashing,NOUN
slug,NOUN
ragged,ADJ
protective,ADJ
yourself,VERB
sniffling,VERB
frame,NOUN
Catch,VERB
badge,NOUN
triumphant,ADJ
â,VERB
awaiting,VERB
ask,VERB
mouthed,VERB
front,ADJ
committing,VERB
although,ADP
eyeglasses,NOUN
Was,VERB
stain,NOUN
pep,NOUN
anger,NOUN
Festoons,NOUN
aff,VERB
disagree,VERB
timidly,ADV
curling,VERB
marble,NOUN
written,VERB
intently,ADV
neither,CONJ
curl,VERB
o,NOUN
Vernon,NOUN
courtyard,NOUN
married,VERB
edge,NOUN
kiss,NOUN
icy,ADJ
damaged,VERB
Black,NOUN
whisked,VERB
lumbered,VERB
jacket,NOUN
archway,ADJ
yet,ADV
catcalling,VERB
loathed,VERB
bedspread,NOUN
Third,NOUN
rude,ADJ
Broken,NOUN
perfectly,ADV
frog,ADJ
carved,VERB
away,ADV
Thirty-nine,NOUN
flanks,NOUN
wriggles,VERB
tent,NOUN
concern,NOUN
ignoring,VERB
strengthened,VERB
Blubber,NOUN
surprised,VERB
setting,VERB
shrilly,ADV
tree,NOUN
Marcus,NOUN
17,NUM
sharp,ADJ
garage,NOUN
wizard,ADJ
tell,VERB
Pointing,VERB
cant,VERB
Muggle,NOUN
Jigger,NOUN
hair,ADJ
Merlin’s beard,EXC
important,ADJ
lo,VERB
stretched,VERB
echoes,NOUN
wipe,VERB
herbs,NOUN
Herbology,NOUN
suffering,VERB
very,ADV
minute,NOUN
Code,NOUN
jeans,NOUN
certainly,ADV
back,PRT
broken,ADJ
scowl,NOUN
G'night,NOUN
cheap,ADJ
clawed,ADJ
pound,NOUN
landed,VERB
turkeys,NOUN
bitterly,ADV
Polkiss,NOUN
rumors,NOUN
bread,NOUN
Could,NOUN
summat,ADJ
vibrate,VERB
lamp,NOUN
led,VERB
To,PRT
'n,ADJ
Witches,NOUN
strength,NOUN
bounds,NOUN
earths,NOUN
freckles,NOUN
watch,NOUN
soon,ADV
math,NOUN
Wish,ADJ
slowly,ADV
A,DET
shrieking,VERB
UNIFORM,NOUN
business,NOUN
spine,NOUN
mule,NOUN
Don~,NOUN
opposite,ADV
lots,ADJ
Tweak,NOUN
Oooooooh,ADJ
darkened,ADJ
cups,NOUN
teh,NOUN
tapestries,NOUN
stories,NOUN
myst'ry,NOUN
.,.
calls,VERB
darkly,NOUN
sandy-haired,ADJ
jinxing,VERB
sink,NOUN
angrier,VERB
Password,NOUN
mouth,NOUN
bananas,NOUN
judge,VERB
Firenze,NOUN
bishop,NOUN
Pomfrey,NOUN
signed,VERB
carefully,ADV
destroyed,VERB
swishy,NOUN
pillow,NOUN
puffing,NOUN
mainly,ADV
Flourish,NOUN
lazily,ADV
GRINGOTTS,NOUN
good-for-nothing,ADJ
earlier,ADV
flying,ADJ
fighting,VERB
knew,VERB
Quidditch,ADJ
do,VERB
fouled,VERB
ashamed,ADJ
vacuum,VERB
trip,NOUN
stung,CONJ
weaving,NOUN
until,ADP
Magic,NOUN
crying,VERB
b-book,NOUN
enormous,ADJ
Hufflepuffs,NOUN
seek,VERB
bat,NOUN
did,VERB
merrily,ADV
Shame,VERB
hooded,ADJ
dog,NOUN
True,NOUN
telescope,VERB
lurched,VERB
hitting,VERB
Off,NOUN
NOW,NOUN
Useful,ADJ
First,ADJ
sorcerer,NOUN
awake,NOUN
adventure,NOUN
wise,ADJ
pale,NOUN
rock,NOUN
return,NOUN
hammering,VERB
bully,ADV
talk,NOUN
times,VERB
lie,NOUN
People,NOUN
Library,ADJ
screaming,VERB
B-but,NOUN
Sally-Anne,NOUN
Rubbish,ADJ
wrenched,VERB
promise,VERB
Copper,NOUN
bits,NOUN
hinges,NOUN
Today,NOUN
silkily,ADV
growling,VERB
receiver,NOUN
key,ADJ
Bet,NOUN
memorize,VERB
saved,VERB
circling,VERB
chimed,VERB
milkman,NOUN
remember,VERB
hope,NOUN
staggerin,NOUN
Greek,ADJ
Desert,NOUN
quick-witted,ADJ
Deputy,NOUN
drifting,VERB
Hollow,NOUN
Neville,NOUN
rickety,NOUN
Fourth,NOUN
prince,NOUN
stopped,VERB
sure,VERB
measured,VERB
doorknob,NOUN
brown,ADJ
snakelike,ADV
dive,NOUN
waste,NOUN
Daily,NOUN
raged,VERB
bawling,VERB
tried,VERB
glowing,ADJ
stranded,VERB
through,ADP
comforting,NOUN
yeh,NOUN
remains,NOUN
Cup,NOUN
Standing,VERB
waking,VERB
PARENTS,NOUN
streamed,VERB
guarded,VERB
OF,NOUN
give,VERB
science,NOUN
sinister,ADJ
inch,NOUN
plowed,ADJ
cinemas,NOUN
finished,VERB
tired,ADJ
discovery,NOUN
acted,VERB
fluff,NOUN
na,PRT
ARE,NOUN
but,CONJ
punctures,NOUN
head,NOUN
lady,NOUN
swung,NOUN
lately,ADV
ruff,NOUN
phoenix,VERB
grips,NOUN
Where,NOUN
roof,NOUN
